image_url,book_name,category_name
https://books.toscrape.com/media/cache/d7/39/d73914232130fdf90d66f02fd9798f2b.jpg,Sophie's World,Philosophy
https://books.toscrape.com/media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg,The Death of Humanity: and the Case for Life,Philosophy
https://books.toscrape.com/media/cache/c8/1a/c81aea97de1daaa0081d96f8564c204c.jpg,The Stranger,Philosophy
https://books.toscrape.com/media/cache/f6/cb/f6cb2300a1235a344f1c11b2be9a605d.jpg,Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy
https://books.toscrape.com/media/cache/bf/90/bf90ad2c3cab628096db8fca010797b4.jpg,Kierkegaard: A Christian Missionary to Christians,Philosophy
https://books.toscrape.com/media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy
https://books.toscrape.com/media/cache/3b/28/3b28ec3663a81d36272a08e5a49644f2.jpg,Critique of Pure Reason,Philosophy
https://books.toscrape.com/media/cache/8c/bf/8cbf4667b5798cb8195f1e126ddd6a5c.jpg,"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy
https://books.toscrape.com/media/cache/16/f4/16f4518319f7dcadc23d020279f78545.jpg,The Nicomachean Ethics,Philosophy
https://books.toscrape.com/media/cache/90/f7/90f79652caecac36bc97bf7b769c8fc4.jpg,Meditations,Philosophy
https://books.toscrape.com/media/cache/d1/7f/d17f326e3fcaf84c37d6d51e3470bcc6.jpg,Beyond Good and Evil,Philosophy
